"Season","Name","Team","G","PA","HR","R","RBI","SB","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","Age","H","OPS","Bat","Fld","Pos","WPA","-WPA","playerid"
"1978","Bruce Benedict","Braves","22","58","0","3","1","0",".038",".283",".250",".328",".288",".277","60","0.0","-2.6","3.0","0.2","22","13",".616","-2.6","2.0","1.0","-0.29","-0.89","1000829"
"1981","Joe Charboneau","Indians","48","147","4","14","18","1",".152",".221",".210",".247",".362",".277","70","0.2","-4.5","-2.6","-0.3","26","29",".609","-4.7","0.0","-2.6","-0.30","-3.02","1002156"
"1986","Bob Meacham","Yankees","56","185","0","19","10","3",".056",".295",".224",".309",".280",".277","69","-1.8","-8.7","2.8","0.0","25","36",".589","-6.8","0.0","2.8","-0.78","-3.32","1008701"
"1980","Tony Scott","Cardinals","143","461","0","51","28","22",".060",".296",".251",".308",".311",".277","68","0.4","-15.9","8.0","0.6","28","104",".619","-16.3","8.0","0.0","-0.67","-8.21","1011695"
"1981","Gary Gaetti","Twins","9","26","2","4","3","0",".231",".167",".192",".192",".423",".277","69","0.0","-0.9","0.9","0.1","22","5",".615","-0.9","1.0","-0.1","0.01","-0.45","1004422"
"1976","Henry Cruz","Dodgers","49","98","4","8","14","0",".182",".164",".182",".258",".364",".277","73","-0.8","-3.7","-3.7","-0.4","24","16",".621","-2.9","-3.0","-0.7","0.06","-1.72","1002840"
"1984","Steve Sax","Dodgers","145","622","1","70","35","34",".062",".264",".243",".300",".304",".277","75","-0.7","-18.3","3.2","0.6","24","138",".604","-17.6","-1.0","4.2","-0.70","-11.66","1011481"
"1976","Leo Foster","Mets","24","67","1","11","15","3",".085",".208",".203",".299",".288",".277","73","0.6","-1.4","2.6","0.3","25","12",".587","-2.0","2.0","0.6","0.16","-0.89","1004254"
"1973","Jerry Grote","Mets","84","305","1","17","32","0",".060",".275",".256",".290",".316",".276","71","0.1","-10.1","5.7","0.5","30","73",".606","-10.2","1.0","4.7","","","1005092"
"1985","Sam Khalifa","Pirates","95","367","2","30","31","5",".081",".278",".238",".307",".319",".276","71","0.1","-12.1","10.2","1.0","21","76",".626","-12.2","5.0","5.2","-1.23","-6.57","1006887"
"1974","Tito Fuentes","Giants","108","428","0","33","22","7",".049",".270",".249",".293",".297",".276","64","0.3","-17.0","0.3","-0.3","30","97",".591","-17.4","-2.0","2.3","-0.85","-8.08","1004385"
"1966","Joe Nossek","Athletics","87","241","1","13","27","4",".083",".282",".261",".285",".343",".276","76","0.2","-6.2","5.6","0.6","25","60",".628","-6.4","6.0","-0.4","","","1009650"
"1965","Mickey Stanley","Tigers","30","121","3","14","13","1",".128",".243",".239",".256",".368",".276","74","0.2","-3.4","3.0","0.3","22","28",".624","-3.6","3.0","0.0","","","1012415"
"1974","Enos Cabell","Orioles","80","183","3","24","17","5",".098",".257",".241",".269",".339",".276","75","-0.1","-5.0","0.2","0.1","24","42",".608","-4.9","2.0","-1.8","-1.02","-3.59","1001804"
"1964","Dick Bertell","Cubs","112","395","4","29","35","2",".082",".282",".238",".305",".320",".276","70","0.1","-13.3","14.3","1.5","28","84",".625","-13.4","8.0","6.3","","","1000913"
"1978","Vic Correll","Reds","52","115","1","9","6","0",".095",".276",".238",".292",".333",".276","69","-0.8","-4.8","3.9","0.3","32","25",".625","-4.0","2.0","1.9","-1.00","-2.31","1002639"
"1961","Gene Stephens","- - -","94","275","4","26","28","4",".091",".222",".203",".297",".295",".276","62","-0.3","-13.6","-4.0","-0.9","28","49",".591","-13.3","-2.0","-2.0","","","1012493"
"1975","John Ellis","Indians","92","316","7","22","32","0",".115",".235",".230",".266",".345",".276","69","-0.3","-11.5","3.2","0.2","26","68",".610","-11.1","-1.0","4.2","-0.21","-5.79","1003750"
"1980","Orlando Gonzalez","Athletics","25","80","0","10","1","0",".000",".274",".243",".329",".243",".276","71","-0.8","-3.6","0.5","-0.1","28","17",".572","-2.8","2.0","-1.5","-0.74","-1.54","1004842"
"1962","Purnal Goldy","Tigers","20","72","3","8","12","0",".171",".232",".229",".236",".400",".276","64","0.0","-3.3","-4.9","-0.6","24","16",".636","-3.3","-4.0","-0.9","","","1004815"
"1970","Mike Torrez","Cardinals","30","66","0","4","5","0",".063",".378",".270",".281",".333",".276","64","0.0","-3.0","5.3","0.5","23","17",".615","-3.0","0.0","5.3","","","1013134"
"1958","Bobby Shantz","Yankees","33","39","0","1","1","0",".086",".348",".229",".289",".314",".276","72","0.0","-1.2","0.0","0.0","32","8",".604","-1.3","0.0","0.0","","","1011804"
"1976","Joe Lahoud","- - -","80","219","1","18","9","1",".065",".238",".200",".312",".265",".276","76","0.1","-5.4","-3.9","-0.3","29","37",".576","-5.6","0.0","-3.9","-0.66","-4.01","1007256"
"1985","Candy Maldonado","Dodgers","121","235","5","20","19","1",".113",".254",".225",".288",".338",".276","76","-0.3","-6.7","3.1","0.4","24","48",".626","-6.5","4.0","-0.9","-0.63","-4.12","1008015"
"1973","John Stephenson","Angels","60","132","1","9","9","0",".066",".254",".246",".292",".311",".276","74","0.1","-3.8","-2.8","-0.2","32","30",".604","-3.8","-5.0","2.2","","","1012497"
"1958","Chuck Coles","Redlegs","5","13","0","0","2","0",".091",".400",".182",".308",".273",".276","59","0.0","-0.7","0.9","0.1","27","2",".580","-0.7","1.0","-0.1","","","1002435"
"1966","Ollie Brown","Giants","115","386","7","32","33","2",".086",".269",".233",".303",".319",".276","73","-1.3","-13.3","-6.0","-0.7","22","81",".622","-12.0","-1.0","-5.0","","","1001551"
"1975","Ken Brett","Pirates","26","54","1","5","4","0",".135",".250",".231",".245",".365",".276","69","0.0","-1.9","4.2","0.4","26","12",".611","-2.0","0.0","4.2","-0.18","-1.00","1001402"
"1965","John Bateman","Astros","45","157","7","15","14","0",".183",".210",".197",".256",".380",".276","76","-0.4","-4.6","3.4","0.4","24","28",".637","-4.2","1.0","2.4","","","1000653"
"1972","Mike Ferraro","Brewers","124","406","2","19","29","0",".068",".278",".255",".284",".323",".276","79","-1.7","-10.3","-2.5","-0.1","27","97",".606","-8.6","-5.0","2.5","","","1004006"
"1967","Sam Bowens","Orioles","62","132","5","13","12","3",".158",".236",".183",".258",".342",".276","81","-0.8","-3.5","-0.5","-0.1","28","22",".599","-2.7","1.0","-1.5","","","1001249"
"1983","Duane Walker","Reds","109","247","2","14","29","6",".089",".280",".236",".296",".324",".276","66","0.0","-9.7","-0.2","-0.2","26","53",".620","-9.7","2.0","-2.2","0.24","-4.43","1013513"
"1974","Sandy Alomar","- - -","122","356","1","47","28","8",".039",".286",".261",".293",".300",".276","74","0.1","-10.1","2.5","0.4","30","87",".594","-10.2","0.0","2.5","-2.00","-6.69","1000176"
"1981","Sam Mejias","Reds","66","56","0","6","7","1",".041",".333",".286",".302",".327",".276","70","0.2","-1.6","-3.4","-0.3","29","14",".628","-1.8","-3.0","-0.4","0.57","-0.83","1008742"
"1980","Larry Biittner","Cubs","127","299","1","21","34","1",".070",".273",".249",".294",".319",".276","62","-1.0","-13.7","0.0","-0.5","34","68",".613","-12.7","3.0","-3.0","-0.44","-6.66","1000962"
"1983","Floyd Rayford","Cardinals","56","117","3","5","14","1",".125",".253",".212",".278",".337",".276","70","0.2","-3.8","-3.9","-0.4","25","22",".615","-4.0","-4.0","0.1","-0.29","-2.73","1010724"
"1971","Steve Huntz","White Sox","35","96","2","10","6","1",".128",".211",".209",".266",".337",".276","67","0.2","-3.3","0.6","0.0","25","18",".603","-3.5","0.0","0.6","","","1006213"
"1967","Andy Etchebarren","Orioles","112","374","7","29","35","1",".103",".261",".215",".298",".318",".276","81","0.4","-7.3","2.0","0.6","24","71",".617","-7.6","-4.0","6.0","","","1003845"
"1981","Andy Rincon","Cardinals","5","16","0","1","5","0",".077",".429",".231",".286",".308",".276","69","0.0","-0.5","1.2","0.1","22","3",".593","-0.5","0.0","1.2","-0.22","-0.31","1010970"
"1979","Sam Mejias","- - -","38","16","0","5","0","0",".000",".375",".231",".333",".231",".276","57","0.0","-0.8","-1.2","-0.1","27","3",".564","-0.8","-1.0","-0.2","-0.12","-0.30","1008742"
"1968","Tony Cloninger","- - -","29","42","2","6","8","0",".211",".172",".184",".205",".395",".276","79","0.0","-0.9","2.7","0.4","27","7",".600","-0.9","0.0","2.7","","","1002359"
"1963","Roy McMillan","Braves","100","346","4","35","29","1",".075",".260",".250",".291",".325",".276","79","-1.5","-9.5","13.4","1.6","33","80",".616","-7.9","8.0","5.4","","","1008643"
"1973","Von Joshua","Dodgers","75","171","2","19","17","7",".075",".292",".252",".288",".327",".276","73","0.7","-4.7","-2.7","-0.2","25","40",".615","-5.4","-1.0","-1.7","","","1006629"
"1984","Ed Romero","Brewers","116","397","1","36","31","3",".042",".266",".252",".307",".294",".276","71","-0.6","-14.0","0.3","-0.1","26","90",".601","-13.4","-2.0","2.3","-0.48","-6.74","1011171"
"1978","Bill Almon","Padres","138","442","0","39","21","17",".057",".307",".252",".308",".309",".276","76","1.5","-10.4","-6.1","-0.2","25","102",".616","-11.9","-9.0","2.9","-1.78","-8.07","1000174"
"1982","Alex Trevino","Reds","120","401","1","24","33","3",".054",".272",".251",".318",".304",".276","68","0.2","-14.2","2.4","0.2","24","89",".622","-14.4","-4.0","6.4","-2.11","-7.17","1013180"
"1961","Bobby Richardson","Yankees","162","706","3","80","49","9",".054",".266",".261",".295",".316",".276","69","-0.8","-28.9","-3.1","-1.0","25","173",".610","-28.1","-7.0","3.9","","","1010903"
"1961","Al Cicotte","Cardinals","29","21","0","2","2","0",".048",".400",".286",".286",".333",".276","57","0.0","-1.1","1.6","0.1","31","6",".619","-1.1","0.0","1.6","","","1002235"
"1978","Tim Johnson","- - -","71","97","0","10","3","0",".024",".284",".232",".319",".256",".276","66","-0.4","-4.1","3.4","0.2","28","19",".575","-3.7","2.0","1.4","-0.24","-1.49","1006506"
"1961","Lou Clinton","Red Sox","17","54","0","4","3","0",".078",".317",".255",".283",".333",".276","59","0.0","-2.8","3.3","0.2","23","13",".616","-2.8","4.0","-0.7","","","1002358"
"1971","John Mayberry","Astros","46","154","7","16","14","0",".168",".180",".182",".260",".350",".276","73","0.0","-4.6","-0.2","0.0","22","25",".610","-4.6","2.0","-2.2","","","1008289"
"1958","Billy Martin","Tigers","131","536","7","56","42","5",".084",".276",".255",".279",".339",".276","64","0.1","-22.1","-4.3","-1.0","30","127",".619","-22.2","-10.0","5.7","","","1008155"
"1980","Lenny Faedo","Twins","5","9","0","1","0","0",".125",".250",".250",".250",".375",".276","63","0.0","-0.4","-1.8","-0.2","20","2",".625","-0.4","-2.0","0.2","-0.08","-0.09","1003892"
"1981","Barry Bonnell","Blue Jays","66","243","4","21","28","4",".119",".232",".220",".263",".339",".276","67","-0.3","-9.0","-1.0","-0.3","27","50",".602","-8.7","1.0","-2.0","-1.60","-5.79","1001171"
"1982","Bobby Brown","Mariners","79","267","4","29","17","28",".086",".261",".241",".288",".327",".276","64","3.2","-8.2","2.5","0.2","28","59",".614","-11.4","5.0","-2.5","-0.35","-4.97","1001497"
"1961","Walt Bond","Indians","38","60","2","7","7","1",".173",".171",".173",".267",".346",".276","66","0.2","-2.4","-0.4","-0.1","23","9",".613","-2.6","0.0","-0.4","","","1001159"
"1976","Denny Doyle","Red Sox","117","461","0","51","26","8",".058",".273",".250",".285",".308",".276","64","-0.4","-17.6","-1.5","-0.5","32","108",".593","-17.3","-4.0","2.5","-0.91","-7.58","1003460"
"1977","Aurelio Rodriguez","Tigers","96","324","10","30","32","1",".150",".218",".219",".257",".369",".276","63","0.0","-14.1","9.1","0.6","29","67",".626","-14.1","7.0","2.1","-0.98","-6.24","1011100"
"1975","Bob Davis","Padres","43","143","0","6","7","0",".055",".309",".234",".310",".289",".276","71","0.0","-4.7","1.4","0.1","23","30",".599","-4.8","-1.0","2.4","-0.22","-2.24","1003036"
"1986","Mike Gallego","Athletics","20","40","0","2","4","0",".054",".323",".270",".289",".324",".276","72","-0.8","-2.1","4.4","0.4","25","10",".614","-1.3","4.0","0.4","0.09","-0.62","1004458"
"1963","Frank Bolling","Braves","142","606","5","73","43","2",".068",".258",".244",".299",".312",".276","79","0.2","-13.8","5.4","1.3","31","132",".611","-14.0","2.0","3.4","","","1001147"
"1976","Milt May","Tigers","6","25","0","2","1","0",".040",".292",".280",".280",".320",".276","68","0.0","-0.9","0.4","0.0","25","7",".600","-0.9","0.0","0.4","-0.16","-0.34","1008304"
"1968","Bobby Tolan","Cardinals","92","296","5","28","17","9",".104",".255",".230",".272",".335",".276","83","0.2","-4.9","-0.4","0.4","22","64",".607","-5.1","3.0","-3.4","","","1013100"
"1978","Mike Champion","Padres","32","59","0","3","4","0",".075",".300",".226",".293",".302",".276","76","0.0","-1.6","-2.7","-0.2","23","12",".595","-1.6","-3.0","0.3","0.19","-0.98","1002128"
"1970","Rich Rollins","- - -","56","75","2","9","9","0",".103",".224",".221",".280",".324",".276","65","0.0","-3.1","0.2","-0.1","32","15",".604","-3.1","0.0","0.2","","","1011162"
"1977","Marty Perez","- - -","116","418","2","32","23","1",".080",".277",".233",".292",".313",".276","71","-0.7","-15.3","2.5","0.1","30","88",".605","-14.6","0.0","2.5","-0.93","-6.86","1010182"
"1976","Orlando Gonzalez","Indians","28","75","0","5","4","1",".029",".279",".250",".301",".279",".276","74","-0.6","-2.6","-3.2","-0.4","24","17",".581","-2.0","-2.0","-1.2","-0.63","-1.27","1004842"
"1966","Wayne Causey","- - -","106","284","0","24","18","3",".049",".252",".239",".318",".288",".276","81","0.7","-5.1","5.8","0.9","29","58",".606","-5.9","4.0","1.8","","","1002091"
"1983","Bob Forsch","Cardinals","37","66","1","4","6","0",".111",".293",".241",".271",".352",".276","70","-0.4","-2.7","5.9","0.6","33","13",".623","-2.3","0.0","5.9","-0.23","-0.84","1004233"
"1975","Rob Andrews","Astros","103","321","0","29","19","12",".047",".266",".238",".310",".285",".276","72","0.5","-9.9","-6.9","-0.6","22","66",".595","-10.4","-9.0","2.1","-1.74","-5.07","1000260"
"1982","Hubie Brooks","Mets","126","498","2","40","40","6",".068",".292",".249",".297",".317",".276","71","0.0","-15.9","-11.2","-1.1","25","114",".614","-16.0","-12.0","0.8","-0.87","-8.94","1001472"
"1971","Rich Chiles","Astros","67","128","2","12","15","0",".109",".255",".227",".268",".336",".276","73","-0.3","-4.2","1.0","0.1","21","27",".604","-3.8","2.0","-1.0","","","1002192"
"1972","Alex Johnson","Indians","108","384","8","31","37","6",".101",".248",".239",".283",".340",".276","73","-1.5","-11.8","-9.1","-1.2","29","85",".623","-10.3","-5.0","-4.1","","","1006418"
"1962","Luis Aparicio","White Sox","153","622","7","72","40","31",".093",".245",".241",".280",".334",".276","66","1.4","-24.6","19.8","1.3","28","140",".614","-26.0","11.0","8.8","","","1000278"
"1984","Ron Oester","Reds","150","601","3","54","38","7",".074",".289",".242",".295",".316",".276","67","0.6","-21.8","-5.7","-0.8","28","134",".612","-22.4","-10.0","4.3","-2.68","-12.06","1009739"
"1970","Ken Tatum","Angels","62","11","1","2","3","0",".273",".200",".182",".182",".455",".276","72","0.0","-0.4","0.9","0.1","26","2",".636","-0.4","0.0","0.9","","","1012843"
"1966","Mike Hegan","Yankees","13","48","0","7","2","1",".051",".286",".205",".326",".256",".276","79","-0.1","-1.2","-0.7","-0.1","23","8",".582","-1.1","0.0","-0.7","","","1005583"
"1967","Jerry McNertney","White Sox","56","135","3","8","13","0",".122",".236",".228",".275",".350",".276","82","0.0","-2.5","7.5","0.9","30","28",".624","-2.5","5.0","2.5","","","1008669"
"1986","Tim Pyznarski","Padres","15","47","0","3","0","2",".024",".323",".238",".319",".262",".276","71","0.4","-1.2","0.3","0.1","26","10",".581","-1.6","1.0","-0.7","-0.32","-0.86","1010586"
"1963","Dick Brown","Orioles","59","190","2","13","13","1",".076",".299",".246",".310",".322",".276","76","0.2","-5.0","4.1","0.4","28","42",".632","-5.2","1.0","3.1","","","1001510"
"1969","Dave Watkins","Phillies","69","174","4","17","12","2",".108",".242",".176",".291",".284",".276","69","-0.7","-6.8","-1.9","-0.3","25","26",".574","-6.1","-4.0","2.1","","","1013669"
"1984","Mike Fischlin","Indians","85","150","1","17","14","2",".083",".259",".226",".290",".308",".276","67","-0.4","-6.2","1.5","0.0","28","30",".598","-5.8","0.0","1.5","-0.97","-2.55","1004070"
"1962","Howie Koplitz","Tigers","12","15","0","3","0","0",".000",".500",".231",".333",".231",".276","63","0.0","-0.7","1.2","0.1","24","3",".564","-0.7","0.0","1.2","","","1007107"
"1978","Butch Alberts","Blue Jays","6","18","0","1","0","0",".056",".313",".278",".278",".333",".276","65","0.0","-0.7","-0.4","-0.1","28","5",".611","-0.7","","-0.4","-0.23","-0.42","1000102"
"1978","Ed Kranepool","Mets","66","93","3","7","19","0",".136",".203",".210",".280",".346",".276","73","0.0","-2.8","-3.5","-0.3","33","17",".625","-2.8","-3.0","-0.5","0.90","-2.87","1007140"
"1973","Johnny Oates","Braves","93","351","4","27","27","1",".056",".265",".248",".299",".304",".276","62","-1.2","-16.6","8.9","0.3","27","80",".603","-15.4","4.0","4.9","","","1009674"
"1978","Bucky Dent","Yankees","123","415","5","40","40","3",".074",".245",".243",".286",".317",".276","71","0.3","-13.1","23.9","2.5","26","92",".603","-13.3","17.0","6.9","-0.45","-6.06","1003212"
"1971","Len Randle","Senators","75","249","2","27","13","1",".079",".283",".219",".298",".298",".276","73","-0.1","-7.5","-0.5","-0.1","22","47",".595","-7.4","-2.0","1.5","","","1010693"
"1964","Mike Hershberger","White Sox","141","510","2","55","31","8",".060",".252",".230",".308",".290",".276","76","-0.5","-14.7","5.7","0.4","24","104",".598","-14.2","9.0","-3.3","","","1005740"
"1971","Oscar Gamble","Phillies","92","309","6","24","23","5",".111",".230",".221",".275",".332",".276","68","0.3","-10.6","-4.5","-0.6","21","62",".607","-10.9","-1.0","-3.5","","","1004473"
"1963","Jim Brosnan","White Sox","45","13","0","0","0","0",".000",".444",".308",".308",".308",".276","76","0.0","-0.4","1.0","0.1","33","4",".615","-0.4","0.0","1.0","","","1001479"
"1975","Rick Bladt","Yankees","52","133","1","13","11","6",".068",".229",".222",".292",".291",".276","69","0.4","-4.1","-0.4","0.0","28","26",".583","-4.5","0.0","-0.4","-0.46","-1.98","1001024"
"1970","Steve Hovley","- - -","112","258","0","25","17","8",".043",".268",".243",".310",".285",".275","69","1.3","-8.2","-6.0","-0.7","25","57",".595","-9.5","-4.0","-2.0","","","1006068"
"1973","Tom Ragland","Indians","67","198","0","16","12","2",".049",".309",".257",".292",".306",".275","66","-0.7","-8.3","-1.7","-0.3","27","47",".598","-7.6","-3.0","1.3","","","1010652"
"1978","Derrel Thomas","Padres","128","401","3","36","26","11",".065",".245",".227",".301",".293",".275","75","0.0","-11.0","9.1","1.1","27","80",".594","-11.0","9.0","0.1","-0.16","-6.83","1012971"
"1984","Leon Roberts","Royals","29","50","0","4","3","0",".067",".238",".222",".300",".289",".275","68","0.0","-1.9","1.2","0.1","33","10",".589","-1.9","2.0","-0.8","-0.17","-0.89","1011040"
"1966","Jerry Buchek","Cardinals","100","313","4","23","25","0",".106",".294",".236",".288",".342",".275","73","-1.7","-11.5","3.3","0.2","24","67",".630","-9.8","0.0","3.3","","","1001616"
"1979","Dave Rader","Phillies","31","62","1","3","5","0",".111",".217",".204",".283",".315",".275","63","0.0","-2.7","0.8","0.0","30","11",".598","-2.7","0.0","0.8","-0.42","-1.20","1010636"
"1985","Jim Morrison","Pirates","92","257","4","17","22","3",".090",".291",".254",".277",".344",".275","70","0.5","-8.2","-2.4","-0.2","32","62",".622","-8.7","-3.0","0.6","-1.42","-5.53","1009212"
"1967","Fred Talbot","Yankees","30","47","1","3","2","0",".132",".208",".158",".289",".289",".275","82","0.0","-0.9","3.4","0.4","26","6",".578","-0.9","0.0","3.4","","","1012813"
"1984","Franklin Stubbs","Dodgers","87","245","8","22","17","2",".147",".231",".194",".273",".341",".275","74","-0.4","-7.6","1.9","0.2","23","42",".614","-7.2","5.0","-3.1","0.03","-4.21","1012643"
"1971","Bill Mazeroski","Pirates","70","213","1","17","16","0",".041",".257",".254",".303",".295",".275","73","0.0","-6.3","-1.9","-0.1","34","49",".599","-6.3","-3.0","1.1","","","1008316"
"1982","Jimmy Sexton","Athletics","69","154","2","19","14","16",".072",".276",".245",".289",".317",".275","71","3.2","-2.0","-0.4","0.3","30","34",".606","-5.2","-2.0","1.6","-0.20","-2.43","1011773"
"1963","Don Pavletich","Reds","71","204","5","18","18","0",".142",".198",".208",".274",".350",".275","75","0.0","-5.6","-3.8","-0.3","24","38",".623","-5.6","-2.0","-1.8","","","1010086"
"1976","Robin Yount","Brewers","161","690","2","59","54","16",".049",".277",".252",".292",".301",".275","72","-1.1","-21.5","10.8","1.1","20","161",".593","-20.5","1.0","9.8","-0.65","-12.60","1014396"
