"Season","Name","Team","G","PA","HR","RBI","SB","AVG","OBP","SLG","wOBA","wRC+","BsR","WAR","Age","H","HR","BB","IBB","HBP","SF","SH","OPS","Bat","Fld","-WPA","+WPA","Clutch","AB","playerid"
"1979","John Harris","Angels","1","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.1","24","0","0","0","0","0","0","0",".000","-0.5","1.0","-0.03","0.00","0.00","2","1005422"
"1979","Dave Heaverlo","Athletics","62","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","28","0","0","0","0","0","0","0",".000","-0.3","0.0","-0.05","0.00","0.00","1","1005569"
"1979","Ellie Hendricks","Orioles","1","1","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","38","0","0","0","0","0","0","0",".000","-0.3","-1.0","-0.01","0.00","0.00","1","1005641"
"1979","Pedro Hernandez","Blue Jays","3","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","20","0","0","0","0","0","0","0",".000","0.0","","","","","0","1005709"
"1979","Darrell Jackson","Twins","25","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","23","0","0","0","0","0","0","0",".000","0.0","0.0","","","","0","1006294"
"1979","Grant Jackson","Pirates","72","9","0","1","0",".000",".000",".000",".000","-100","0.0","-0.1","36","0","0","0","0","0","0","0",".000","-2.3","0.0","-0.17","0.00","-0.03","9","1006298"
"1979","Dennis Kinney","Padres","13","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","27","0","0","0","0","0","0","0",".000","-0.3","0.0","-0.01","0.00","0.00","1","1006946"
"1979","Darold Knowles","Cardinals","48","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","37","0","0","0","0","0","0","0",".000","-0.5","0.0","-0.11","0.00","0.00","2","1007058"
"1979","Frank LaCorte","- - -","18","4","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","27","0","0","0","0","0","0","0",".000","-1.0","0.0","-0.06","0.00","0.00","4","1007239"
"1979","Pete Ladd","Astros","10","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","22","0","0","0","0","0","0","0",".000","-0.2","0.0","0.00","0.00","0.00","1","1007245"
"1979","Dan Larson","Phillies","3","6","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","24","0","0","0","0","0","0","1",".000","-1.6","0.0","-0.07","0.00","0.00","5","1007361"
"1979","Skip Lockwood","Mets","28","3","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","32","0","0","0","0","0","0","1",".000","-0.8","0.0","-0.06","0.00","-0.01","2","1007696"
"1979","Alberto Lois","Pirates","11","0","0","0","1",".000",".000",".000",".000","","-0.2","0.0","23","0","0","0","0","0","0","0",".000","0.0","","-0.10","0.24","0.03","0","1007710"
"1979","Jim Lonborg","Phillies","4","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","37","0","0","0","0","0","0","0",".000","-0.3","0.0","-0.01","0.00","0.00","1","1007724"
"1979","Will McEnaney","Cardinals","45","3","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","27","0","0","0","0","0","0","0",".000","-0.8","0.0","-0.03","0.00","-0.02","3","1008482"
"1979","Bo McLaughlin","- - -","49","7","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","25","0","0","0","0","0","0","1",".000","-1.9","0.0","-0.10","0.00","0.01","6","1008608"
"1979","Mike Mendoza","Astros","2","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","23","0","0","0","0","0","0","0",".000","0.0","0.0","","","","0","1008762"
"1979","Randy Moffitt","Giants","29","4","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","30","0","0","0","0","0","0","0",".000","-1.0","0.0","-0.18","0.00","0.00","4","1009027"
"1979","Jack Morris","Tigers","28","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","24","0","0","0","0","0","0","0",".000","0.0","0.0","","","","0","1009211"
"1979","Steve Mura","Padres","38","13","0","0","0",".000",".000",".000",".000","-100","0.0","-0.2","24","0","0","0","0","0","0","3",".000","-3.3","0.0","-0.17","0.00","0.05","10","1009337"
"1979","Dan O'Brien","Cardinals","6","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","25","0","0","0","0","0","0","0",".000","-0.5","0.0","-0.03","0.00","0.00","2","1009688"
"1979","Ron Oester","Reds","6","3","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","23","0","0","0","0","0","0","0",".000","-0.8","0.0","-0.04","0.00","0.00","3","1009739"
"1979","John Pacella","Mets","4","4","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","22","0","0","0","0","0","0","0",".000","-1.0","0.0","-0.11","0.00","-0.02","4","1009933"
"1979","Karl Pagel","Cubs","1","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","24","0","0","0","0","0","0","0",".000","-0.3","","-0.04","0.00","0.00","1","1009952"
"1979","Shane Rawley","Mariners","49","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","23","0","0","0","0","0","0","0",".000","0.0","0.0","0.00","0.00","0.00","0","1010719"
"1979","George Riley","Cubs","4","3","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","22","0","0","0","0","0","0","1",".000","-0.8","0.0","-0.06","0.00","0.00","2","1010966"
"1979","Bert Roberge","Astros","26","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","24","0","0","0","0","0","0","0",".000","-0.5","0.0","-0.01","0.00","0.00","2","1011022"
"1979","Dave Roberts","- - -","47","11","0","1","0",".000",".000",".000",".000","-100","0.0","-0.2","34","0","0","0","0","0","1","0",".000","-2.8","0.0","-0.26","0.01","0.02","10","1011031"
"1979","Manny Sarmiento","Reds","23","7","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","23","0","0","0","0","0","0","1",".000","-1.8","0.0","-0.11","0.00","0.00","6","1011450"
"1979","Buddy Schultz","Cardinals","31","4","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","28","0","0","0","0","0","0","0",".000","-1.0","0.0","-0.08","0.00","0.00","4","1011627"
"1979","Kurt Seibert","Cubs","7","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","23","0","0","0","0","0","0","0",".000","-0.5","0.0","-0.02","0.00","0.00","2","1011727"
"1979","Dave Stieb","Blue Jays","20","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","21","0","0","0","0","0","0","0",".000","0.0","0.0","","","","0","1012532"
"1979","Tom Tellmann","Padres","1","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","25","0","0","0","0","0","0","0",".000","-0.3","0.0","-0.01","0.00","0.00","1","1012907"
"1979","George Throop","Astros","14","3","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","28","0","0","0","0","0","0","0",".000","-0.7","0.0","-0.07","0.00","0.00","3","1013048"
"1979","Bill Travers","Brewers","30","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","26","0","0","0","0","0","0","1",".000","-0.3","0.0","0.00","0.00","0.00","0","1013161"
"1979","Jesus Vega","Twins","4","7","0","0","0",".000",".000",".000",".000","-100","0.0","-0.2","23","0","0","0","0","0","0","0",".000","-1.9","","-0.18","0.00","0.00","7","1013393"
"1980","Mike Armstrong","Padres","11","3","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","26","0","0","0","0","0","0","0",".000","-0.7","0.0","-0.16","0.00","-0.01","3","1000314"
"1980","Doug Bair","Reds","61","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","30","0","0","0","0","0","0","0",".000","-0.5","0.0","-0.01","0.00","0.00","2","1000439"
"1980","German Barranca","Royals","7","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","23","0","0","0","0","0","0","0",".000","0.0","","","","","0","1000587"
"1980","Bob Beall","Pirates","3","3","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","32","0","0","0","0","0","0","0",".000","-0.8","","-0.07","0.00","0.02","3","1000703"
"1980","Bruce Berenyi","Reds","6","11","0","0","0",".000",".000",".000",".000","-100","0.0","-0.2","25","0","0","0","0","0","0","4",".000","-2.7","0.0","-0.24","0.04","0.01","7","1000864"
"1980","Paul Blair","Yankees","12","2","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","36","0","0","0","0","0","0","0",".000","-0.5","0.0","0.00","0.00","0.02","2","1001031"
"1980","Bobby Bonner","Orioles","4","4","0","1","0",".000",".000",".000",".000","-100","0.0","-0.1","23","0","0","0","0","0","0","0",".000","-1.0","0.0","-0.11","0.02","0.00","4","1001173"
"1980","Larry Bradford","Braves","56","3","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","30","0","0","0","0","0","0","0",".000","-0.8","0.0","-0.06","0.00","0.02","3","1001300"
"1980","Marshall Brant","Yankees","3","6","0","0","0",".000",".000",".000",".000","-100","0.0","-0.2","24","0","0","0","0","0","0","0",".000","-1.5","0.0","-0.15","0.00","-0.03","6","1001359"
"1980","Warren Brusstar","Phillies","26","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","28","0","0","0","0","0","0","0",".000","-0.2","0.0","-0.02","0.00","0.00","1","1001599"
"1980","Sheldon Burnside","Reds","7","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","25","0","0","0","0","0","0","0",".000","-0.2","0.0","-0.03","0.00","0.00","1","1001719"
"1980","Gary Cooper","Braves","21","2","0","0","2",".000",".000",".000",".000","-100","0.0","0.0","23","0","0","0","0","0","0","0",".000","-0.5","1.0","-0.05","0.13","0.09","2","1002595"
"1980","Ron Davis","Yankees","53","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","24","0","0","0","0","0","0","0",".000","-0.2","0.0","0.00","0.00","0.00","1","1003075"
"1980","Richard Dotson","White Sox","36","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","21","0","0","0","0","0","0","0",".000","0.0","0.0","","","","0","1003424"
"1980","Dick Drago","Red Sox","43","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","35","0","0","0","0","0","0","0",".000","-0.3","0.0","-0.04","0.00","0.00","1","1003475"
"1980","Hal Dues","Expos","6","3","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","25","0","0","0","0","0","0","0",".000","-0.7","0.0","-0.06","0.00","0.00","3","1003524"
"1980","Roger Erickson","Twins","33","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","23","0","0","0","0","0","0","0",".000","0.0","0.0","","","","0","1003812"
"1980","Mike Fischlin","Astros","1","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","24","0","0","0","0","0","0","0",".000","-0.2","0.0","0.00","0.00","0.00","1","1004070"
"1980","John Fulgham","Cardinals","16","30","0","0","0",".000",".000",".000",".000","-100","0.0","-0.4","24","0","0","0","0","0","0","3",".000","-7.5","0.0","-0.57","0.01","-0.01","27","1004389"
"1980","Ed Glynn","Mets","38","8","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","27","0","0","0","0","0","0","2",".000","-2.0","0.0","-0.09","0.00","-0.01","6","1004789"
"1980","Andy Hassler","Pirates","6","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","28","0","0","0","0","0","0","0",".000","-0.5","0.0","-0.01","0.00","0.00","2","1005480"
"1980","Drungo Hazewood","Orioles","6","5","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","20","0","0","0","0","0","0","0",".000","-1.2","0.0","-0.26","0.00","0.00","5","1005539"
"1980","La Marr Hoyt","White Sox","25","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","25","0","0","0","0","0","0","0",".000","0.0","0.0","","","","0","1006114"
"1980","Al Hrabosky","Braves","45","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","30","0","0","0","0","0","0","0",".000","-0.3","0.0","0.00","0.00","0.00","1","1006116"
"1980","Grant Jackson","Pirates","61","10","0","0","0",".000",".000",".000",".000","-100","0.0","-0.2","37","0","0","0","0","0","0","0",".000","-2.5","0.0","-0.10","0.00","0.00","10","1006298"
"1980","Jesse Jefferson","Pirates","1","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","31","0","0","0","0","0","0","1",".000","-0.5","0.0","-0.03","0.00","0.00","1","1006380"
"1980","Alan Knicely","Astros","1","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","25","0","0","0","0","0","0","0",".000","-0.2","","-0.01","0.00","0.00","1","1007035"
"1980","Kevin Kobel","Mets","14","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","26","0","0","0","0","0","0","0",".000","-0.5","0.0","-0.04","0.00","0.00","2","1007067"
"1980","Gary Lavelle","Giants","62","14","0","0","0",".000",".000",".000",".000","-100","0.0","-0.2","31","0","0","0","0","0","0","3",".000","-3.4","0.0","-0.15","0.00","0.00","11","1007389"
"1980","Mark Littell","Cardinals","14","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","27","0","0","0","0","0","0","0",".000","-0.2","0.0","0.00","0.00","0.00","1","1007657"
"1980","John Littlefield","Cardinals","52","12","0","0","0",".000",".000",".000",".000","-100","0.0","-0.2","26","0","0","0","0","0","0","1",".000","-3.0","0.0","-0.31","0.14","0.08","11","1007665"
"1980","Mike Macha","Blue Jays","5","8","0","0","0",".000",".000",".000",".000","-100","0.0","-0.3","26","0","0","0","0","0","0","0",".000","-2.1","-1.0","-0.10","0.01","-0.06","8","1007909"
"1980","Jerry Manuel","Expos","7","6","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","26","0","0","0","0","0","0","0",".000","-1.5","1.0","-0.24","0.00","0.00","6","1008086"
"1980","Doc Medich","Rangers","35","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","31","0","0","0","0","0","0","0",".000","0.0","0.0","0.00","0.04","0.00","0","1008714"
"1980","Dyar Miller","Mets","31","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","34","0","0","0","0","0","0","1",".000","-0.5","0.0","-0.04","0.00","-0.01","1","1008889"
"1980","Eddie Milner","Reds","6","3","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","25","0","0","0","0","0","0","0",".000","-0.7","","-0.04","0.00","0.00","3","1008964"
"1980","Minnie Minoso","White Sox","2","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","54","0","0","0","0","0","0","0",".000","-0.5","","-0.01","0.00","0.00","2","1008984"
"1980","Randy Moffitt","Giants","13","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","31","0","0","0","0","0","0","0",".000","-0.2","0.0","-0.02","0.00","0.00","1","1009027"
"1980","Jack Morris","Tigers","44","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","25","0","0","0","0","0","0","0",".000","0.0","0.0","0.00","0.00","0.00","0","1009211"
"1980","Dale Murray","Expos","16","3","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","30","0","0","0","0","0","0","0",".000","-0.7","0.0","-0.04","0.00","0.00","3","1009383"
"1980","Ken Phelps","Royals","3","4","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","25","0","0","0","0","0","0","0",".000","-1.0","0.0","-0.06","0.00","-0.03","4","1010277"
"1980","Steve Ratzer","Expos","1","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","26","0","0","0","0","0","0","0",".000","-0.2","0.0","-0.01","0.00","0.00","1","1010713"
"1980","George Riley","Cubs","22","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","23","0","0","0","0","0","0","1",".000","-0.5","0.0","-0.02","0.00","0.01","1","1010966"
"1980","Bert Roberge","Astros","14","4","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","25","0","0","0","0","0","0","1",".000","-1.0","0.0","-0.10","0.00","-0.04","3","1011022"
"1980","Bruce Robinson","Yankees","4","5","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","26","0","0","0","0","0","0","0",".000","-1.2","0.0","-0.21","0.00","0.00","5","1011056"
"1980","Luis Rosado","Mets","2","4","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","24","0","0","0","0","0","0","0",".000","-1.0","0.0","-0.15","0.00","0.00","4","1011193"
"1980","Kevin Saucier","Phillies","40","8","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","23","0","0","0","0","0","0","0",".000","-2.0","0.0","-0.17","0.00","-0.02","8","1011457"
"1980","Ken Schrom","Blue Jays","18","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","25","0","0","0","0","0","0","0",".000","0.0","0.0","","","","0","1011620"
"1980","Kim Seaman","Cardinals","26","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","23","0","0","0","0","0","0","0",".000","-0.2","0.0","0.00","0.00","0.00","1","1011702"
"1980","Dave Smith","Astros","57","14","0","0","0",".000",".000",".000",".000","-100","0.0","-0.2","25","0","0","0","0","0","0","2",".000","-3.4","0.0","-0.14","0.01","0.04","12","1012117"
"1980","Jeff Stember","Giants","1","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","22","0","0","0","0","0","0","0",".000","-0.2","0.0","-0.02","0.00","0.00","1","1012478"
"1980","Dave Stieb","Blue Jays","36","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","22","0","0","0","0","0","0","0",".000","-0.3","0.0","-0.07","0.00","0.00","1","1012532"
"1980","Dick Tidrow","Cubs","84","4","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","33","0","0","0","0","0","0","0",".000","-1.0","0.0","-0.06","0.00","0.00","4","1013056"
"1980","Fernando Valenzuela","Dodgers","10","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","19","0","0","0","0","0","0","0",".000","-0.2","0.0","0.00","0.00","0.00","1","1013327"
"1980","Gary Weiss","Dodgers","8","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","24","0","0","0","0","0","0","0",".000","0.0","","0.00","0.01","0.00","0","1013746"
"1981","Jesse Orosco","Mets","8","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","24","0","0","0","0","0","0","0",".000","-0.5","0.0","-0.04","0.00","0.00","2","667"
"1981","Kim Allen","Mariners","19","3","0","0","2",".000",".000",".000",".000","-100","0.0","-0.1","28","0","0","0","0","0","0","0",".000","-0.7","0.0","-0.05","0.01","-0.05","3","1000151"
"1981","Tucker Ashford","Yankees","3","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","26","0","0","0","0","0","0","0",".000","0.0","0.0","","","","0","1000337"
"1981","Ross Baumgarten","White Sox","21","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","26","0","0","0","0","0","0","0",".000","0.0","0.0","","","","0","1000689"
"1981","Steve Bedrosian","Braves","15","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","23","0","0","0","0","0","0","0",".000","-0.5","0.0","-0.03","0.00","0.00","2","1000766"
"1981","Scott Brown","Reds","10","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","24","0","0","0","0","0","0","0",".000","-0.2","0.0","-0.01","0.00","0.00","1","1001559"
"1981","Ernie Camacho","Pirates","7","5","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","26","0","0","0","0","0","0","1",".000","-1.2","0.0","-0.07","0.17","0.06","4","1001856"
"1981","Rick Camp","Braves","48","13","0","0","0",".000",".000",".000",".000","-100","0.0","-0.2","28","0","0","0","0","0","0","1",".000","-3.1","0.0","-0.33","0.00","0.00","12","1001901"
